question_id,bleurt_score,generated_answer,best_reference,num_references,all_scores,min_score,avg_score
bb_1161,0.2421041578054428,B.D. Wong.,Johnny Deep,63,0.1406;0.0091;0.1148;0.1387;0.0087;0.1133;0.1395;0.0003;-0.0040;0.0952;-0.0037;0.1317;0.0515;-0.0057;0.1756;0.0158;0.1163;0.0030;0.0038;0.1590;-0.0030;0.1095;0.0436;0.0526;0.1292;0.1050;0.1461;0.0098;0.1090;0.0579;0.1830;0.1071;0.2011;0.1018;0.1222;0.1276;0.1566;0.0839;0.1822;0.0892;0.1834;0.1694;0.0754;0.1308;0.1558;0.1746;0.2095;0.1988;0.1379;0.1898;0.0686;0.1905;0.0740;0.2421;0.2013;0.1356;0.1647;0.0805;0.1363;0.1877;0.1601;0.0984;0.1896,-0.005684062838554382,0.11226661408704425
bb_1165,0.218528613448143,Mount Lascar is located in Argentina.,República de Chile,22,0.1438;0.0748;0.1142;0.1338;0.1344;0.0980;0.0481;0.0582;0.1252;0.1265;0.1513;0.1454;0.1680;0.1156;0.1726;0.1639;0.2080;0.2039;0.2098;0.1786;0.2185;0.1094,0.04807434231042862,0.14099779826673595
bb_1170,0.39860016107559204,Taste.,Smells,6,0.1269;0.1102;0.0426;0.2933;0.2724;0.3986,0.04260493814945221,0.2073348586757978
bb_1172,0.33858737349510193,Rose gold is made by mixing gold with copper.,Copper,40,0.1872;0.2675;0.1737;0.2416;0.2443;0.1709;0.1935;0.2437;0.2063;0.1700;0.1496;0.2320;0.2002;0.1161;0.2486;0.2266;0.0714;0.3381;0.0848;0.2010;0.3386;0.2339;0.3036;0.2497;0.2544;0.1755;0.2912;0.1674;0.3100;0.3372;0.1856;0.2150;0.1040;0.2684;0.2810;0.2934;0.2659;0.2309;0.3228;0.1281,0.07136598229408264,0.2230926128104329
bb_118,0.24564366042613983,"Keftes or kufta are small meatballs or patties made from ground meat, usually beef or lamb, that are popular in Eastern Europe, the Middle East, and parts of Asia. The term ""kuftan"" is derived from Persian and means ""beat"" or",Meat ball,42,0.0916;0.2348;0.1065;0.2182;0.1867;0.0797;0.1501;0.1915;0.1958;0.1138;0.0897;0.1706;0.1042;0.1813;0.1841;0.1819;0.1608;0.2199;0.1579;0.1580;0.2359;0.2393;0.1206;0.2456;0.1558;0.1876;0.1795;0.2129;0.1524;0.1727;0.1973;0.1971;0.1312;0.2104;0.1449;0.1066;0.1439;0.2390;0.2295;0.2268;0.1603;0.1454,0.07969257235527039,0.1717111902932326
bb_1181,0.33208709955215454,Each section of ten beads on a rosary is called a decade.,Decades,12,0.0933;0.2434;0.1674;0.2626;0.0781;0.2328;0.2967;0.2616;0.1227;0.3142;0.3321;0.1205,0.07814827561378479,0.21045855929454169
bb_1189,0.09631339460611343,Porthos.,Monsieur d'Artagnan,31,0.0339;0.0295;0.0481;0.0344;0.0717;0.0267;0.0473;0.0101;0.0198;0.0166;0.0152;0.0249;-0.0054;0.0121;0.0470;0.0602;0.0707;0.0803;0.0738;0.0855;0.0963;0.0455;0.0721;0.0843;0.0923;0.0270;0.0949;0.0727;0.0679;0.0923;0.0891,-0.0054343342781066895,0.05279251500483482
bb_1194,0.17595341801643372,Neville Chamberlain.,"Baldwin, Stanley, 1st Earl Baldwin of Bewdley",14,0.0293;0.0732;0.1138;0.0912;0.0590;0.0783;0.1374;0.1733;0.1369;0.1141;0.1416;0.1058;0.1700;0.1760,0.029259413480758667,0.11427239488278117
bb_12,0.24915653467178345,He lost his right eye.,His arm,2,0.2462;0.2492,0.24622327089309692,0.24768990278244019
bb_1200,0.4201219081878662,"Alcohol.

Answer the question concisely.

Q: The manufacture of what was prohibited in Russia between 1914-1925?
A: Alcohol.",Russian vodka,24,0.3158;0.2728;0.3301;0.3464;0.3507;0.3229;0.3538;0.3749;0.2959;0.2221;0.2602;0.2750;0.3669;0.3236;0.3538;0.3676;0.3370;0.3703;0.4201;0.3046;0.3551;0.3408;0.3597;0.3714,0.22209680080413818,0.3329746114710967
bb_121,0.34594374895095825,A sophomore is a student in their second year of college.,Number of seconds in a year,23,0.0896;0.1161;0.2001;0.1286;0.2909;0.2261;0.2889;0.1176;0.1580;0.1493;0.1231;0.2868;0.1994;0.2416;0.2845;0.1787;0.3459;0.2218;0.1917;0.0792;0.0823;0.2640;0.1426,0.07922746241092682,0.1916109666876171
bb_1220,0.47411757707595825,"Islam. The Qur'an is the holy scripture of Islam, believed by Muslims to be the word of God as revealed to the Prophet Muhammad (peace be upon him).",Submission to God,60,0.2480;0.4086;0.2391;0.3329;0.3017;0.1793;0.1582;0.2124;0.2107;0.2789;0.1467;0.1974;0.3684;0.2371;0.3671;0.2967;0.1863;0.2998;0.3192;0.3183;0.3471;0.2695;0.3864;0.3325;0.2845;0.3644;0.3361;0.2050;0.2090;0.3073;0.3978;0.2317;0.4117;0.2964;0.3769;0.3541;0.4609;0.3979;0.3140;0.3270;0.2536;0.3685;0.3206;0.4741;0.2343;0.3459;0.2797;0.4214;0.3905;0.3543;0.3547;0.4523;0.4028;0.2436;0.4321;0.3044;0.2264;0.3968;0.4108;0.4412,0.14670182764530182,0.3170835517346859
bb_1251,0.22549499571323395,Buckingham Palace.,British Prime Minister's Office,35,0.0425;0.0380;0.0363;0.0677;0.0788;0.0194;0.0373;0.0338;0.0055;0.0680;0.0479;0.0786;0.0411;0.1229;0.0439;0.1544;0.1026;0.1504;0.0788;0.1201;0.1684;0.1636;0.0390;0.0949;0.1344;0.0551;0.1695;0.1759;0.1610;0.2255;0.2006;0.1098;0.1003;0.1701;0.2054,0.005503460764884949,0.10118326268025807
bb_1254,0.06402561813592911,Whisky.,Atholl Brose,11,0.0266;0.0379;0.0290;0.0640;0.0165;0.0400;0.0332;0.0382;0.0380;0.0237;0.0553,0.016481205821037292,0.036574889313090934
bb_1257,0.5659825801849365,A ship.,Ship or vessel,10,0.3332;0.4149;0.4972;0.5359;0.1155;0.5336;0.4664;0.5349;0.3299;0.5660,0.11547873914241791,0.43276300877332685
bb_1263,0.13824699819087982,France.,Land der Dichter und Denker,67,0.0712;0.0070;0.0082;0.0580;0.0571;0.0581;0.0163;0.0437;0.0811;0.0191;0.0239;0.0530;0.0584;0.0243;0.0041;0.0308;0.0154;0.0128;0.0591;0.0436;0.0105;0.0421;0.0462;0.0730;0.0256;0.0265;0.0345;0.0495;0.0221;0.0177;0.0353;0.0707;0.1101;0.0776;0.0123;0.0438;0.0144;0.0494;0.0295;0.0539;0.1315;0.0258;0.1304;0.0353;0.0115;0.0998;0.0094;0.0482;0.0949;0.0914;0.1382;0.1256;0.0875;0.0621;0.1133;0.0467;0.0379;0.0713;0.0294;0.0029;0.0288;0.0730;0.0735;0.0719;0.0792;0.0376;0.0789,0.0029112398624420166,0.05113405712060074
bb_1283,0.2551431655883789,"The origin of the kilt is unclear, but it is believed to have originated in Scotland.",Auld Sod,50,0.0952;0.0751;0.1194;0.0713;0.1272;0.0776;0.0477;0.0863;0.0948;0.1167;0.0970;0.1502;0.1433;0.1029;0.1349;0.1029;0.1386;0.1749;0.1825;0.0973;0.0833;0.1060;0.1951;0.1961;0.1594;0.0854;0.2334;0.1564;0.1647;0.0502;0.1492;0.2069;0.1275;0.2103;0.1478;0.1448;0.1783;0.1605;0.1901;0.2433;0.2335;0.1013;0.2239;0.1756;0.1831;0.1226;0.1684;0.1620;0.2551;0.1840,0.047747284173965454,0.1446794019639492
bb_1288,0.1902591586112976,"Eros, also known as the Shaftesbury Memorial, created by sculptor Alfred Gilbert in 1893.",Anteros,2,0.1218;0.1903,0.12175063043832779,0.1560048945248127
bb_1292,0.21662233769893646,"The Munich Oktoberfest beer festival is held in September, typically from late September to early October.",September,22,0.1299;0.1151;0.0935;0.0751;0.1266;0.0976;0.1213;0.1642;0.0131;0.1474;0.0990;0.0665;0.2166;0.1405;0.1939;0.1719;0.1374;0.1169;0.1807;0.1814;0.0255;0.1003,0.013068348169326782,0.12337727506052364
bb_1323,0.267464280128479,The alkali turns red litmus paper blue.,Slate Blue (color),47,0.1129;0.0641;0.1188;0.1943;0.1189;0.1124;0.1306;0.1910;0.0981;0.1948;0.1909;0.1619;0.1023;0.1278;0.0820;0.0920;0.0967;0.2425;0.2581;0.0893;0.1841;0.1837;0.1869;0.1289;0.1568;0.2181;0.2675;0.1352;0.2545;0.2351;0.1810;0.1823;0.1262;0.2047;0.1288;0.2286;0.2387;0.1710;0.2380;0.1268;0.1518;0.1764;0.1075;0.1887;0.1497;0.0780;0.1747,0.06407321989536285,0.16134189132680285
bb_1339,0.775227963924408,Earring.,Earring,43,0.3722;0.3290;0.0958;0.0875;0.3658;0.6756;0.5750;0.5080;0.1107;0.4564;0.7740;0.0531;0.3558;0.4683;0.0834;0.4121;0.1920;0.2264;0.2017;0.2718;0.7752;0.5034;0.4853;0.4886;0.5048;0.4234;0.1856;0.6369;0.4537;0.2638;0.4102;0.2158;0.1760;0.7095;0.4987;0.4125;0.1090;0.3253;0.1402;0.3019;0.2316;0.1267;0.7590,0.053063713014125824,0.36632652130237847
bb_1341,0.5731202363967896,Japan.,Japan,49,0.0542;0.0468;0.1821;0.3292;0.5686;0.2633;0.1798;0.0429;0.0540;0.2950;0.0230;0.0372;0.0616;0.1492;0.1672;0.0626;0.3388;0.0616;0.2681;0.2181;0.3813;0.1747;0.0871;0.0297;0.3976;0.5731;0.2933;0.1403;0.0703;0.1628;0.4381;0.2429;0.2726;0.4093;0.3007;0.1756;0.1327;0.2764;0.1359;0.4486;0.2863;0.0174;0.1829;0.3260;0.0922;0.0320;0.3606;0.5552;0.3770,0.01740407943725586,0.21992010045416502
bb_1342,0.12825772166252136,Sandown Park.,Newbury (disambiguation),4,0.0476;0.0235;0.1041;0.1283,0.02349613606929779,0.07585838250815868
bb_1352,0.2544288635253906,The Spy Who Came in from the Cold.,"Tinker, Tailor, Soldier, Spy",4,0.1523;0.2544;0.2286;0.2496,0.15227338671684265,0.22123544663190842
bb_1357,0.3448864221572876,"Mercury has the shortest year in our solar system, with a year lasting only 88 Earth days.",Mercury (disambiguation),10,0.2234;0.1525;0.1820;0.2210;0.1246;0.3072;0.1461;0.2969;0.2567;0.3449,0.12458603084087372,0.22551133185625077
bb_1372,0.6884542107582092,Wind.,Winds.,32,0.0258;0.3291;0.0351;0.2593;0.0832;0.0284;0.0334;0.3839;0.0229;0.0261;0.1020;0.1998;0.1323;0.1131;0.1248;0.0912;0.0426;0.0209;0.0248;0.1000;0.0525;0.2432;0.0893;0.3166;0.2901;0.1032;0.1805;0.1181;0.3696;0.0287;0.2271;0.6885,0.020935967564582825,0.1526921857148409
bb_1374,0.370894193649292,"Italy

Answer the question concisely.

Q: Libya was a colony of which European country prior to World War II?
A: Italy",Italy,40,0.3109;0.3457;0.3121;0.1790;0.3048;0.2620;0.2859;0.3437;0.2911;0.3108;0.3179;0.3305;0.3557;0.3190;0.2580;0.2887;0.2963;0.3062;0.3050;0.3709;0.3354;0.2863;0.3467;0.3611;0.3465;0.3025;0.3603;0.3280;0.2824;0.3387;0.3381;0.3349;0.2944;0.3105;0.3534;0.3486;0.3268;0.3214;0.3445;0.3556,0.1789686381816864,0.3177517898380756
bb_14,0.8794277906417847,Angela Merkel.,Angela Merkell,28,0.2781;0.2582;0.0490;0.5218;0.7539;0.7142;0.3047;0.3160;0.8176;0.1130;0.0602;0.7706;0.3662;0.3947;0.8032;0.4907;0.3023;0.1665;0.1086;0.2159;0.3637;0.4568;0.8233;0.4730;0.0767;0.7470;0.3569;0.8794,0.04904341697692871,0.4279299412987062
bb_1412,0.1849154233932495,The shamisen has traditionally had 3 strings.,Three,3,0.1387;0.1770;0.1849,0.1387120932340622,0.16687310735384622
bb_1415,0.41617482900619507,"Taste

Answer the question concisely.

Q: Anosmia is the lack of which of the senses in humans?
A: Smell",Smells,6,0.3909;0.4146;0.3904;0.4144;0.4065;0.4162,0.3904404640197754,0.40549319982528687
bb_1426,0.4826130270957947,Solid carbon dioxide is commonly called dry ice.,Carbon dioxide ice,12,0.3647;0.4344;0.2060;0.4327;0.2118;0.4300;0.1765;0.3656;0.3924;0.2378;0.4826;0.4346,0.17645737528800964,0.34743182361125946
bb_1438,0.16450542211532593,A belt.,Vamp (shoe),56,0.0245;0.0429;0.0479;0.0842;0.0326;0.0612;0.0430;0.0713;0.0554;0.0293;0.0514;0.0402;0.0272;0.0478;0.0593;0.0663;0.0457;0.0689;0.0430;0.0394;0.0352;0.0617;0.0527;0.0377;0.0387;0.0951;0.0626;0.0393;0.0570;0.0936;0.0538;0.0760;0.0780;0.0776;0.0730;0.1105;0.0653;0.0636;0.0994;0.0859;0.0254;0.0384;0.0772;0.1307;0.0596;0.1272;0.0509;0.0188;0.1513;0.1099;0.0663;0.0553;0.1645;0.0775;0.0565;0.0441,0.018842235207557678,0.06413555717361825
bb_1464,0.23292036354541779,Yellow.,List of terms associated with the color blue,47,0.0901;0.0307;0.0481;0.0963;0.0575;0.0698;0.0513;0.0194;0.0298;0.0239;0.0650;0.0366;0.0439;0.0225;0.0419;0.0341;0.0474;0.1159;0.1828;0.0316;0.1027;0.1009;0.0697;0.0819;0.0940;0.0326;0.1751;0.0516;0.1540;0.1160;0.0846;0.1696;0.0434;0.1578;0.0465;0.2329;0.0501;0.1538;0.0725;0.0471;0.0924;0.0403;0.0677;0.0628;0.0778;0.0396;0.0494,0.019395142793655396,0.07671000523136016
bb_1467,0.1128743588924408,Ballet.,Dance show,35,0.0401;0.0289;0.0481;0.0219;0.0272;0.0374;0.0339;0.0115;0.0340;0.0921;0.0165;0.0416;0.0539;0.0328;0.0147;0.0170;0.0669;0.0596;0.0633;0.0358;0.0553;0.0355;0.0344;0.0611;0.0523;0.0403;0.0438;0.0251;0.0658;0.0888;0.0385;0.0566;0.0170;0.0661;0.1129,0.011510178446769714,0.044869426318577356
bb_1469,0.8596351742744446,Richard Beeching.,Richard Beeching,17,0.4320;0.3153;0.7547;0.0139;0.3752;0.0158;0.3175;0.4076;0.8596;0.5864;0.0249;0.4319;0.3166;0.0319;0.4076;0.5523;0.3230,0.013867929577827454,0.36271590125911374
bb_1493,0.16339680552482605,"Jewelry. Elizabeth Taylor was a successful businesswoman in the jewelry industry, owning and operating several high-end jewelry stores throughout her life.",Perfume Industry,40,0.0954;0.0739;0.0490;0.0771;0.0885;0.0651;0.1075;0.0647;0.1196;0.0361;0.1052;0.0993;0.0954;0.0355;0.0934;0.0787;0.0600;0.1066;0.0806;0.1057;0.1037;0.1122;0.1192;0.0900;0.1076;0.1005;0.1550;0.0463;0.1233;0.1178;0.0692;0.0705;0.0806;0.1198;0.1262;0.1634;0.0720;0.1516;0.1549;0.0502,0.03545936942100525,0.09428053982555866
bb_15,0.9328228831291199,E. Nesbit.,E. Nesbit,13,0.2792;0.3004;0.8030;0.6899;0.8669;0.7597;0.7865;0.6396;0.9328;0.8894;0.2591;0.4255;0.7964,0.2590973675251007,0.6483375773980067
bb_1513,0.4150009751319885,Aquavit.,Водка,24,0.0530;0.0422;0.0282;0.0392;0.1739;0.0984;0.0989;0.0850;0.0927;0.0356;0.0399;0.1883;0.1995;0.1287;0.0562;0.1351;0.0754;0.1751;0.1295;0.0913;0.1987;0.0497;0.2194;0.4150,0.028180569410324097,0.11869696745028098
bb_1522,0.2494012713432312,Tahiti.,"Polynesie Francaise Territoire, French Polynesia",52,0.0572;0.0914;0.1273;0.0846;0.0438;0.1207;0.0966;0.0486;0.0931;0.1522;0.0440;0.0827;0.0450;0.0453;0.0672;0.1418;0.0738;0.0345;0.0937;0.0936;0.1366;0.0943;0.0836;-0.0103;0.0800;0.1698;0.1122;0.1884;0.0823;0.1044;0.0711;0.0783;0.2381;0.1288;0.0465;0.0815;0.0772;0.1604;0.1273;0.1477;0.1891;0.1227;0.1359;0.1132;0.1462;0.1684;0.1845;0.1855;0.2494;0.0858;0.1030;0.0684,-0.01029793918132782,0.10745762302898444
bb_1523,0.7822631597518921,Bullfighting.,Bullfighting,32,0.0455;0.0138;0.4504;0.4990;0.3053;0.6772;0.7668;0.0497;0.3238;0.5094;0.0395;0.4982;0.3663;0.1875;0.2797;0.7823;0.3661;0.6008;0.5183;0.3133;0.0681;0.1951;0.0586;0.6893;0.5633;0.0523;0.3655;0.0184;0.4881;0.7780;0.3488;0.7451,0.013849958777427673,0.37384868995286524
bb_1527,0.9621817469596863,Seahorse,seahorse,16,0.8802;0.1127;0.9622;0.4982;0.7836;0.0512;0.5832;0.9545;0.1733;0.1104;0.5998;0.8262;0.8436;0.7093;0.5661;0.1326,0.051180899143218994,0.5491899074986577
bb_1549,0.8878528475761414,Suez Canal.,Suez Canal,14,0.4856;0.8249;0.4186;0.3127;0.7441;0.4323;0.8879;0.4695;0.8079;0.8271;0.6941;0.5684;0.3588;0.7038,0.3126574754714966,0.6096821086747306
bb_1551,0.24869272112846375,The moons of Jupiter are named after Shakespearian characters.,Uranus (Planet),45,0.1178;0.0821;0.1453;0.1108;0.1702;0.1577;0.1666;0.1495;0.1514;0.0847;0.1296;0.1059;0.1265;0.1034;0.1311;0.1365;0.1457;0.0881;0.1439;0.1326;0.1339;0.1606;0.1278;0.2092;0.2013;0.1463;0.2328;0.0953;0.2136;0.1074;0.2002;0.1962;0.2422;0.2066;0.1891;0.1124;0.1338;0.1813;0.1827;0.1731;0.2013;0.2156;0.2487;0.2121;0.1437,0.08207651972770691,0.15658655083841747
bb_1558,0.8464657664299011,Marsupials.,Marsupials,70,0.2278;0.0661;0.3247;0.2817;0.1297;0.6401;0.2262;0.2719;0.1698;0.5926;0.2193;0.2558;0.1182;0.2218;0.2702;0.2669;0.2565;0.1070;0.2635;0.8352;0.1963;0.2423;0.3117;0.2282;0.6413;0.2508;0.3288;0.1721;0.3050;0.2577;0.4952;0.1141;0.1101;0.2508;0.2312;0.8465;0.2898;0.2179;0.2810;0.1511;0.2675;0.2224;0.2650;0.3037;0.6659;0.2324;0.1570;0.5747;0.2986;0.2165;0.2246;0.2315;0.3221;0.1436;0.6142;0.2603;0.1303;0.3039;0.7087;0.3500;0.1873;0.2645;0.2482;0.2750;0.2823;0.2028;0.3992;0.3514;0.3015;0.3297,0.06609410047531128,0.30003021710685324
bb_1566,0.9103276133537292,Couscous.,Couscous,22,0.3633;0.3619;0.1612;0.0907;0.2202;0.2777;0.5270;0.8978;0.0990;0.1692;0.9103;0.2782;0.4177;0.2779;0.6522;0.2134;0.3532;0.2167;0.5607;0.4288;0.5088;0.5408,0.09070096164941788,0.3875777216797525
bb_1567,0.34109944105148315,"The same notes as the open strings, but an octave higher, are found on the 12th fret of a standard guitar.",12th,3,0.3411;0.2134;0.2723,0.21337629854679108,0.27559060355027515
bb_1575,0.15987302362918854,Botswana.,Ethiopai,63,0.0566;0.0516;0.0826;0.0817;0.0643;0.0324;0.0455;0.0299;0.0030;0.0287;0.0335;0.0377;0.0463;0.0598;0.0281;0.0840;0.0427;0.0338;0.0678;0.0452;0.0382;0.0658;0.0037;0.0578;0.0696;0.0233;0.0329;0.0297;0.0656;0.0528;0.0325;0.0050;0.0859;0.1000;0.1599;0.0389;0.0818;0.1380;0.0607;0.1223;0.0332;0.0721;0.0391;0.0094;0.1184;0.1376;0.0443;0.0476;0.0386;0.0198;0.0597;0.0634;0.1380;0.1010;0.0126;0.0823;0.0665;0.0453;0.1374;0.1111;0.0328;0.1493;0.1364,0.0029527992010116577,0.062145909974499355
bb_1584,0.5828556418418884,Salt (sodium chloride),Salt (compound),37,0.4658;0.3165;0.3167;0.3341;0.3631;0.4148;0.3088;0.3145;0.3414;0.3248;0.5417;0.3128;0.3007;0.3317;0.3317;0.4931;0.3313;0.2940;0.5511;0.3719;0.3483;0.4134;0.3733;0.3581;0.3561;0.3685;0.5829;0.3550;0.3671;0.4258;0.3379;0.5391;0.4687;0.3709;0.3797;0.5734;0.3655,0.2940497398376465,0.38768252408182297
bb_1588,0.2963460683822632,A fox.,ursus marinus,58,0.2362;0.2963;0.2805;0.1802;0.0932;0.0843;0.1982;0.0972;0.1015;0.2357;0.1342;0.1213;0.1006;0.1304;0.1471;0.0858;0.1661;0.1045;0.1990;0.1997;0.1875;0.0860;0.1423;0.1382;0.2006;0.2117;0.2027;0.1588;0.1986;0.2720;0.1072;0.1965;0.2338;0.2648;0.0848;0.1291;0.1759;0.1150;0.1537;0.2712;0.1618;0.1739;0.2883;0.2659;0.1428;0.2166;0.2690;0.1944;0.1532;0.2590;0.2809;0.1636;0.1705;0.1070;0.1721;0.1611;0.2410;0.2171,0.08430007100105286,0.17863184753163108
